yyyy-mm-dd, hh:mm:ss.ss, lat, lon, depth, ML, Nsta, RMS, intensity, locality
1999-07-31, 07:33:48.5, 51.695, -3.212, 7.3, 1.1, , , ," BARGOED,MID GLAMORGAN "
1999-07-31, 07:51:09.4, 61.465, 2.557, 10.1, 2.2, , , ," NORTHERN NORTH SEA "
1999-08-01, 00:54:57.2, 49.169, -1.828, 12.0, 0.8, , , ," JERSEY,CHANNEL ISLANDS "
1999-08-03, 21:24:13.1, 57.486, -5.657, 7.6, 0.3, , , ," LOCHCARRON,HIGHLAND "
1999-08-04, 21:14:37.8, 56.142, -3.679, 0.3, 1.1, , , 2+ ," CLACKMANNAN,CENTRAL "
1999-08-08, 05:20:43.1, 56.238, -3.741, 3.6, 0.8, , , ," BLACKFORD,TAYSIDE "
1999-08-13, 05:28:58.6, 51.689, -3.215, 7.4, 2.1, , , ," BARGOED,MID GLAMORGAN "
1999-08-15, 14:41:03.0, 52.971, -4.393, 23.1, -0.2, , , ," LLEYN PENIN,GWYNEDD "
1999-08-20, 23:55:05.0, 55.089, -3.656, 4.9, 1.1, , , ," DUMFRIES,D & G "
1999-08-25, 04:17:47.8, 56.160, -3.664, 0.0, 1.0, , , 2+ ," DOLLAR,CENTRAL "
1999-08-27, 12:00:30.3, 53.316, -4.252, 7.1, -0.2, , , ," LLANBEDRGOCH,GWYNEDD "
1999-08-29, 22:59:29.1, 55.038, -7.647, 6.1, 1.3, , , 2+ ," DONEGAL,IRELAND "
1999-09-01, 05:00:54.6, 53.197, -4.346, 16.3, 3.2, , , 4 ," CAERNARVON,GWYNEDD "
1999-09-01, 05:26:30.3, 53.196, -4.348, 15.9, 1.2, , , 3+ ," CAERNARVON,GWYNEDD "
1999-09-03, 22:57:50.5, 55.227, -3.394, 4.2, 2.1, , , 3+ ," JOHNSTONEBRIDGE,D & G "
1999-09-03, 23:02:26.1, 55.231, -3.400, 4.5, 1.3, , , 2+ ," JOHNSTONEBRIDGE,D & G "
1999-09-04, 20:09:38.2, 55.695, -5.870, 8.4, 1.7, , , ," SOUND OF JURA "
1999-09-07, 12:01:56.7, 52.931, -2.274, 3.1, 2.6, , , 3+ ," NEWCASTLE-U-LYME,STAFFS "
1999-09-08, 05:41:34.7, 55.741, -6.412, 9.1, 2.0, , , ," ISLAY,STRATHCLYDE "
1999-09-11, 01:07:09.4, 54.547, -3.908, 6.8, 1.6, , , ," IRISH SEA "
1999-09-13, 04:21:08.9, 56.762, -5.038, 4.1, 1.4, , , ," FORT WILLIAM,HIGHLAND "
1999-09-13, 13:47:38.7, 57.763, -5.032, 7.7, 0.9, , , ," ULLAPOOL,HIGHLAND "
1999-09-15, 03:44:29.3, 55.836, -5.840, 10.5, 1.5, , , ," SOUND OF JURA "
1999-09-23, 19:22:05.4, 57.242, -3.859, 7.7, 1.2, , , 2+ ," AVIEMORE,HIGHLAND "
1999-09-25, 20:06:19.6, 50.219, -4.853, 6.4, 0.1, , , ," VERYAN BAY,CORNWALL "
1999-09-26, 00:27:10.5, 54.149, -1.379, 10.1, 1.4, , , ," RIPON,NORTH YORKSHIRE "
1999-09-26, 04:05:42.1, 56.138, -4.469, 4.9, 0.5, , , ," ABERFOYLE,CENTRAL "
1999-10-02, 03:50:46.3, 52.934, -2.279, 3.9, 2.4, , , 3+ ," NEWCASTLE-U-LYME,STAFFS "
1999-10-12, 07:17:27.3, 49.520, -7.184, 15.0, 2.7, , , ," SW OF SCILLY ISLES "
1999-10-21, 02:35:43.1, 54.764, -3.306, 12.9, 0.2, , , ," ASPATRIA,CUMBRIA "
1999-10-22, 02:35:16.5, 49.209, -1.953, 9.4, 1.1, , , ," JERSEY,CHANNEL ISLANDS "
1999-10-25, 19:15:20.7, 51.965, -3.570, 14.1, 3.6, , , 5 ," SENNYBRIDGE,POWYS "
1999-10-26, 21:10:55.6, 56.351, -6.332, 9.7, 0.8, , , ," ROSS OF MULL,S'CLYDE "
1999-11-04, 01:07:00.4, 54.438, -2.986, 12.6, 0.4, , , ," AMBLESIDE,CUMBRIA "
1999-11-06, 04:53:58.3, 50.249, -4.024, 8.4, 1.2, , , ," ENGLISH CHANNEL "
1999-11-08, 12:24:32.9, 50.226, -5.255, 0.3, 0.2, , , ," REDRUTH,CORNWALL "
1999-11-09, 06:55:59.0, 57.191, -5.739, 11.9, 0.0, , , ," ISLE OF SKYE,HIGHLAND "
1999-11-10, 02:48:28.3, 57.263, -5.654, 6.3, 0.8, , , ," LOCH ALSH,HIGHLAND "
1999-11-12, 09:55:12.9, 50.225, -5.250, 0.2, 0.6, , , 3+ ," REDRUTH,CORNWALL "
1999-11-12, 13:27:43.6, 51.965, -3.566, 15.9, 1.9, , , ," SENNYBRIDGE,POWYS "
1999-11-13, 20:05:16.2, 54.312, -3.237, 12.5, -0.1, , , ," BROUGHTON FURNESS,CUM "
1999-11-13, 20:39:53.7, 56.241, -3.743, 3.9, 0.7, , , ," BLACKFORD,TAYSIDE "
1999-11-14, 18:06:04.0, 57.156, -5.790, 7.6, 0.1, , , ," ISLE OF SKYE,HIGHLAND "
1999-11-14, 20:36:40.2, 57.155, -5.783, 5.6, 0.3, , , ," ISLE OF SKYE,HIGHLAND "
1999-11-22, 01:02:25.7, 55.919, -5.890, 7.9, 2.7, , , 2+ ," JURA,STRATHCLYDE "
1999-11-22, 18:07:39.3, 55.862, -5.920, 12.3, 1.8, , , ," JURA,STRATHCLYDE "
1999-11-25, 00:29:05.2, 55.706, -2.463, 13.8, 1.9, , , ," GREENLAW,BORDERS "
1999-12-03, 19:27:10.2, 55.853, -5.912, 10.8, 1.8, , , ," JURA,STRATHCLYDE "
1999-12-03, 19:28:43.3, 55.866, -5.924, 10.7, 2.2, , , ," JURA,STRATHCLYDE "
1999-12-05, 15:40:39.8, 50.103, -5.178, 6.6, 0.4, , , ," CONSTANTINE,CORNWALL "
1999-12-05, 19:40:52.1, 53.708, -2.133, 4.5, 2.2, , , ," BURNLEY,LANCASHIRE "
1999-12-07, 02:31:41.3, 53.364, -4.439, 10.5, 0.4, , , ," NORTH ANGLESEY,GWYNEDD "
1999-12-08, 01:27:31.5, 57.504, -5.497, 6.7, 0.3, , , ," TORRIDON,HIGHLAND "
1999-12-14, 09:43:57.5, 53.398, -2.418, 8.0, 2.8, , , ," ALTRINCHAM,G MANCHESTER "
1999-12-20, 09:04:26.3, 55.477, -2.996, 6.1, 1.3, , , ," SELKIRK,BORDERS "
1999-12-24, 17:17:29.9, 53.066, -1.153, 1.6, 1.3, , , 3+ ," PAPPLEWICK,NOTTS "
1999-12-26, 19:48:35.4, 50.039, -5.358, 13.0, 1.1, , , ," MOUNT'S BAY,CORNWALL "
2000-01-07, 22:16:38.4, 55.095, -3.633, 10.3, 1.8, , , 2+ ," DUMFRIES,D & G "
2000-01-10, 04:09:57.8, 53.042, -4.203, 10.6, 0.7, , , ," CAERNARVON,GWYNEDD "
2000-01-12, 09:35:49.0, 52.113, -2.405, 6.4, 1.6, , , ," GREAT MALVERN,HER & WOR "
2000-01-16, 05:56:58.8, 57.053, -5.572, 7.3, -0.1, , , ," KNOYDART,HIGHLAND "
2000-01-17, 19:40:10.8, 56.219, -3.766, 5.2, 0.9, , , ," BLACKFORD,TAYSIDE "
2000-01-20, 14:10:51.0, 51.614, -3.625, 11.4, 1.8, , , ," MAESTEG,MID GLAMORGAN "
2000-01-20, 23:41:29.6, 56.680, -5.146, 4.9, 1.2, , , ," LOCH LEVEN,HIGHLAND "
2000-01-21, 06:02:57.3, 55.091, -3.628, 10.1, 1.1, , , ," DUMFRIES,D & G "
2000-01-22, 12:25:30.7, 56.246, -3.756, 4.6, 1.9, , , ," BLACKFORD,TAYSIDE "
2000-01-22, 13:43:15.6, 56.972, -5.509, 14.8, 0.7, , , ," LOCH MORAR,HIGHLAND "
2000-01-24, 00:35:28.1, 52.119, -2.414, 6.4, 0.7, , , ," GREAT MALVERN,HER & WOR "
2000-01-25, 10:48:13.7, 53.639, -2.469, 8.0, 2.0, , , ," BOLTON,GTR MANCHESTER "
2000-02-03, 04:22:44.4, 51.381, -2.773, 2.3, 0.8, , , 4+ ," BRISTOL,AVON "
2000-02-11, 02:16:17.9, 54.579, 3.610, 20.0, 3.2, , , ," SOUTHERN NORTH SEA "
2000-02-12, 08:51:28.5, 55.910, -5.311, 8.8, 2.7, , , 5+ ," LOCHGILPHEAD,S'CLYDE "
2000-02-12, 18:51:06.2, 52.352, -3.946, 4.4, 2.0, , , ," ABERYSTWYTH,DYFED "
2000-02-14, 00:32:54.2, 52.812, -0.949, 12.0, 0.8, , , ," MELTON MOWBRAY,LEICS "
2000-02-14, 04:42:45.6, 53.133, -0.832, 1.0, 1.1, , , ," NEWARK-ON-TRENT,NOTTS "
2000-02-16, 06:02:51.5, 55.877, -5.924, 12.5, 2.2, , , ," JURA,STRATHCLYDE "
2000-02-20, 05:54:51.4, 54.761, -2.113, 11.8, 1.1, , , ," STANHOPE,DURHAM "
2000-02-20, 09:31:52.3, 56.198, -4.100, 4.6, 2.3, , , 4+ ," DOUNE,CENTRAL "
2000-02-24, 01:00:33.6, 53.035, -2.198, 3.7, 1.7, , , ," NEWCASTLE-U-LYME,STAFFS "
2000-03-03, 07:56:49.9, 57.059, -5.701, 9.6, 0.8, , , ," KNOYDART,HIGHLAND "
2000-03-06, 22:06:31.6, 54.773, -2.842, 11.8, 0.5, , , ," CALTHWAITE,CUMBRIA "
2000-03-13, 21:14:04.1, 52.826, -2.681, 13.4, 0.8, , , ," SHREWSBURY,SHROPSHIRE "
2000-03-15, 04:34:40.2, 53.201, -1.039, 1.0, 0.9, , , ," OLLERTON,NOTTS "
2000-03-17, 02:05:56.6, 53.141, -2.327, 11.2, 0.9, , , ," SANDBACH,CHESHIRE "
2000-03-17, 09:57:25.0, 53.038, -3.786, 14.5, 0.4, , , ," BETWS-Y-COED,GWYNEDD "
2000-03-20, 08:50:41.3, 53.217, -4.770, 17.3, 0.3, , , ," CAERNARVON BAY,GWYNEDD "
2000-03-20, 15:38:38.9, 55.088, -3.622, 10.2, 0.9, , , ," DUMFRIES,D & G "
2000-03-20, 21:54:56.4, 55.089, -3.620, 10.0, 0.9, , , ," DUMFRIES,D & G "
2000-03-21, 05:23:13.8, 54.272, -3.606, 9.2, 1.0, , , ," IRISH SEA "
2000-03-22, 01:35:09.1, 51.684, -3.230, 1.0, 1.4, , , ," BARGOED,MID GLAMORGAN "
2000-03-24, 20:58:53.8, 52.898, -2.546, 5.3, 1.9, , , ," MARKET DRAYTON,SALOP "
2000-03-26, 15:43:28.9, 56.245, -3.748, 5.4, 0.9, , , ," BLACKFORD,TAYSIDE "
2000-03-27, 02:01:49.0, 56.205, -4.112, 4.6, 1.7, , , ," DOUNE,CENTRAL "
2000-03-31, 05:21:10.0, 56.248, -3.756, 5.1, 0.6, , , ," BLACKFORD,TAYSIDE "
2000-04-01, 10:22:13.4, 57.510, -5.524, 7.3, 0.8, , , ," TORRIDON,HIGHLAND "
2000-04-01, 20:15:07.1, 52.882, -2.609, 10.7, 1.4, , , ," MARKET DRAYTON,SALOP "
2000-04-02, 08:40:47.6, 49.871, -5.185, 12.7, 1.7, , , ," LIZARD POINT,CORNWALL "
2000-04-05, 16:41:44.5, 56.203, -4.112, 4.6, 1.2, , , ," DOUNE,CENTRAL "
2000-04-06, 20:16:51.1, 51.892, -2.975, 15.0, 0.8, , , ," ABERGAVENNY,GWENT "
2000-04-10, 04:54:50.5, 54.962, -2.517, 0.0, 1.1, , , ," HALTWHISTLE,N'UMBERLND "
2000-04-10, 21:16:58.7, 52.787, -1.119, 27.0, 1.3, , , ," LOUGHBOROUGH,LEICS "
2000-04-11, 02:17:51.8, 52.908, -2.407, 8.8, 1.9, , , ," MARKET DRAYTON,SALOP "
2000-04-11, 02:26:13.5, 59.226, 2.092, 8.1, 2.1, , , ," NORTHERN NORTH SEA "
2000-04-11, 18:23:15.2, 53.175, -1.014, 1.0, 1.1, , , ," OLLERTON,NOTTS "
2000-04-14, 19:27:33.5, 56.840, -4.896, 12.1, 2.1, , , ," FORT WILLIAM,HIGHLAND "
2000-04-18, 17:29:57.4, 51.856, -2.774, 16.7, 0.7, , , ," MONMOUTH,GWENT "
2000-04-22, 00:18:33.7, 57.638, -5.637, 3.2, 1.8, , , ," GAIRLOCH,HIGHLAND "
2000-04-24, 05:10:55.7, 54.766, -2.814, 13.8, 2.6, , , 3+ ," CALTHWAITE,CUMBRIA "
2000-04-27, 21:44:08.9, 61.492, 3.822, 10.3, 2.9, , , ," NORTHERN NORTH SEA "
2000-05-02, 21:38:11.2, 52.550, -0.810, 15.3, 2.1, , , ," UPPINGHAM,LEICS "
2000-05-03, 00:47:57.2, 52.944, -4.356, 24.5, 0.0, , , ," LLEYN PENIN,GWYNEDD "
2000-05-03, 18:20:11.6, 53.223, -1.071, 1.0, 1.3, , , ," MARKET WORSOP,NOTTS "
2000-05-05, 04:52:17.1, 60.733, 2.610, 16.8, 3.6, , , ," NORTHERN NORTH SEA "
2000-05-05, 05:09:01.6, 60.692, 2.615, 10.8, 1.8, , , ," NORTHERN NORTH SEA "
2000-05-09, 00:55:33.8, 52.919, -1.621, 7.6, 1.7, , , ," DERBY,DERBYSHIRE "
2000-05-16, 23:30:02.3, 53.535, -4.307, 16.9, 0.2, , , ," IRISH SEA "
2000-05-18, 15:08:20.3, 53.491, -0.627, 18.8, 1.9, , , ," GAINSBOROUGH,LINCS "
2000-05-20, 16:16:54.3, 52.736, -5.022, 10.6, 2.3, , , ," IRISH SEA "
2000-05-26, 20:09:45.5, 51.965, -3.572, 14.2, 1.6, , , ," SENNYBRIDGE,POWYS "
2000-05-29, 05:04:27.7, 55.096, -3.628, 10.7, 0.7, , , ," DUMFRIES,D & G "
2000-06-01, 14:37:27.5, 57.485, -5.225, 7.4, 0.9, , , ," GLEN CARRON,HIGHLAND "
2000-06-06, 11:58:18.4, 52.432, -3.782, 11.0, 1.5, , , ," DEVIL'S BRIDGE,DYFED "
2000-06-07, 03:25:59.5, 54.520, -3.043, 10.9, 1.1, , , ," LAKE THIRLMERE,CUMBRIA "
2000-06-11, 11:36:26.5, 56.247, -3.756, 4.5, 1.1, , , ," BLACKFORD,TAYSIDE "
2000-06-12, 05:36:55.2, 52.964, -4.391, 24.4, 0.3, , , ," LLEYN PENIN,GWYNEDD "
2000-06-13, 06:54:35.4, 57.019, -5.423, 6.2, 1.1, , , ," LOCH QUOICH,HIGHLAND "
2000-06-14, 13:27:37.9, 56.252, -3.752, 6.0, 1.0, , , ," BLACKFORD,TAYSIDE "
2000-06-17, 04:03:29.6, 52.122, -2.465, 14.9, 1.4, , , ," BROMYARD,HER & WOR "
2000-06-22, 14:37:13.4, 52.964, -4.390, 24.5, 2.7, , , 4+ ," LLEYN PENIN,GWYNEDD "
2000-06-22, 14:49:07.8, 55.389, -3.085, 8.1, 1.3, , , ," HAWICK,BORDERS "
2000-06-25, 04:31:17.0, 55.386, -5.234, 14.8, 0.9, , , ," ARRAN,STRATHCLYDE "
2000-06-26, 20:49:59.5, 53.429, -1.246, 1.0, 1.4, , , 3+ ," ROTHERHAM,S YORKSHIRE "
2000-06-27, 19:50:24.5, 57.524, -5.444, 9.0, -0.2, , , ," TORRIDON,HIGHLAND "
2000-06-28, 07:09:59.0, 56.607, -5.276, 8.7, 1.6, , , 3+ ," APPIN,STRATHCLYDE "
2000-06-28, 15:49:06.5, 52.922, -2.157, 2.6, 1.1, , , ," STONE,STAFFORDSHIRE "
2000-06-29, 00:23:05.5, 57.515, -5.300, 13.3, -0.2, , , ," GLEN CARRON,HIGHLAND "
2000-06-30, 11:55:25.1, 62.473, 1.364, 18.4, 2.8, , , ," NORWEGIAN SEA "
2000-07-03, 08:36:34.6, 57.515, -5.512, 13.5, 0.4, , , ," TORRIDON,HIGHLAND "
2000-07-03, 08:41:18.7, 59.374, 1.665, 14.9, 1.7, , , ," NORTHERN NORTH SEA "
2000-07-04, 04:21:54.7, 53.017, -4.536, 15.6, 0.5, , , ," CAERNARVON BAY,GWYNEDD "
2000-07-05, 23:09:54.0, 53.438, -1.152, 0.5, 1.5, , , ," ROTHERHAM,S YORKSHIRE "
2000-07-10, 09:06:01.4, 61.088, 2.365, 22.5, 2.2, , , ," NORTHERN NORTH SEA "
2000-07-12, 19:48:52.3, 50.022, -4.447, 5.6, 1.7, , , ," DODMAN POINT,CORNWALL "
2000-07-13, 23:20:46.7, 55.090, -3.628, 11.0, 1.0, , , ," DUMFRIES,D & G "
2000-07-14, 21:25:24.3, 52.631, -2.548, 5.9, 1.4, , , ," TELFORD,SHROPSHIRE "
2000-07-15, 03:43:00.2, 53.560, -0.810, 0.3, 1.7, , , 2+ ," DONCASTER,S YORKSHIRE "
2000-07-17, 02:06:02.6, 49.539, -4.930, 15.0, 0.9, , , ," ENGLISH CHANNEL "
2000-07-17, 23:32:20.6, 55.095, -3.628, 11.0, 1.2, , , 3+ ," DUMFRIES,D & G "
2000-07-18, 14:51:55.7, 53.129, -1.284, 1.0, 0.8, , , ," MANSFIELD,NOTTS "
2000-07-23, 19:27:44.7, 53.103, -4.591, 15.1, -0.1, , , ," CAERNARVON BAY,GWYNEDD "
2000-08-01, 21:53:22.9, 53.965, -1.775, 11.0, 1.4, , , ," WHARFDALE,N YORKSHIRE "
2000-08-02, 03:19:25.7, 53.053, -4.874, 16.0, 0.6, , , ," CAERNARVON BAY,GWYNEDD "
2000-08-04, 00:26:59.5, 56.833, -5.876, 12.8, 0.9, , , ," ARISAIG,HIGHLAND "
2000-08-04, 10:52:08.7, 53.537, -1.189, 1.9, 1.9, , , 5+ ," DONCASTER,S YORKSHIRE "
2000-08-04, 12:10:59.8, 49.358, -2.351, 6.7, 0.7, , , ," JERSEY,CHANNEL ISLANDS "
2000-08-05, 05:25:21.1, 57.209, -5.436, 7.0, 0.1, , , ," SHIEL BRIDGE,HIGHLAND "
2000-08-06, 06:57:31.5, 52.636, -2.132, 7.9, 1.2, , , ," WOLVERHAMPTON,W MIDS "
2000-08-08, 02:46:03.5, 54.663, -1.386, 24.4, 2.7, , , ," MIDDLESBROUGH,CLEVELAND "
2000-08-09, 19:16:15.0, 56.239, -3.746, 5.0, 2.1, , , 4+ ," BLACKFORD,TAYSIDE "
2000-08-11, 06:22:05.5, 51.353, -3.237, 7.3, 2.0, , , ," BRISTOL CHANNEL "
2000-08-13, 03:28:22.8, 49.225, -1.844, 10.3, 1.3, , , ," JERSEY,CHANNEL ISLANDS "
2000-08-13, 18:38:07.1, 53.192, -1.893, 6.4, 1.7, , , ," BUXTON,DERBYSHIRE "
2000-08-13, 22:33:56.2, 55.414, -5.175, 10.0, 1.0, , , ," ARRAN,STRATHCLYDE "
2000-08-18, 17:08:52.0, 53.459, -4.337, 12.4, 1.7, , , ," OFF ANGLESEY,GWYNEDD "
2000-08-19, 18:14:48.9, 53.132, -4.522, 12.7, 0.0, , , ," CAERNARVON BAY,GWYNEDD "
2000-08-23, 07:15:15.2, 53.060, -4.553, 13.2, 0.6, , , ," CAERNARVON BAY,GWYNEDD "
2000-08-24, 07:49:21.2, 55.396, -5.244, 18.9, 2.2, , , ," ARRAN,STRATHCLYDE "
2000-09-06, 00:26:12.3, 57.585, -5.485, 5.2, 0.6, , , ," TORRIDON,HIGHLAND "
2000-09-10, 06:52:55.2, 52.965, -4.407, 21.9, 0.4, , , ," LLEYN PENIN,GWYNEDD "
2000-09-11, 03:21:27.3, 54.816, -3.583, 4.1, 1.0, , , ," SOLWAY FIRTH "
2000-09-12, 00:14:19.4, 54.623, -2.435, 9.6, 0.8, , , ," APPLEBY,CUMBRIA "
2000-09-12, 01:42:25.6, 50.108, -5.180, 7.2, -0.2, , , ," CONSTANTINE,CORNWALL "
2000-09-14, 21:49:46.0, 52.956, -4.365, 25.1, 0.7, , , ," LLEYN PENIN,GWYNEDD "
2000-09-15, 03:57:24.7, 52.957, -4.362, 23.3, 0.7, , , ," LLEYN PENIN,GWYNEDD "
2000-09-18, 20:20:43.0, 53.442, -1.472, 0.5, 1.5, , , ," SHEFFIELD,S YORKSHIRE "
2000-09-21, 07:30:48.3, 56.991, -5.473, 6.4, 1.2, , , ," LOCH NEVIS,HIGHLAND "
2000-09-23, 04:23:45.8, 52.281, -1.611, 14.4, 4.2, , , 5 ," WARWICK,WARWICKSHIRE "
2000-09-23, 09:03:11.5, 57.462, -5.286, 5.0, 0.7, , , ," STRATHCARRON,HIGHLAND "
2000-09-25, 21:10:00.6, 56.179, -3.568, 5.1, 1.1, , , 2+ ," DOLLAR,CENTRAL "
2000-10-01, 01:13:54.5, 59.939, -0.431, 5.2, 1.0, , , ," EAST OF SHETLAND "
2000-10-01, 20:47:09.3, 52.693, -3.221, 8.9, 0.9, , , ," WELSHPOOL,POWYS "
2000-10-05, 03:22:54.9, 57.172, -5.855, 4.3, -0.1, , , ," ISLE OF SKYE,HIGHLAND "
2000-10-09, 22:58:19.8, 52.954, -5.379, 6.5, 0.6, , , ," IRISH SEA "
2000-10-18, 13:45:40.8, 53.333, -4.295, 14.1, 0.8, , , ," NORTH ANGLESEY,GWYNEDD "
2000-10-26, 06:04:09.5, 50.501, -4.994, 7.5, 0.9, , , ," NEWQUAY,CORNWALL "
2000-11-03, 00:32:08.8, 53.158, -3.035, 9.9, 1.4, , , 4+ ," MOLD,CLWYD "
2000-11-09, 16:08:16.9, 62.263, 2.239, 5.9, 2.8, , , ," NORTHERN NORTH SEA "
2000-11-22, 05:51:48.5, 57.552, -5.538, 6.5, 0.5, , , ," TORRIDON,HIGHLAND "
2000-11-30, 03:07:19.8, 54.210, -1.876, 7.6, 1.6, , , ," MIDDLEHAM,N YORKSHIRE "
2000-12-04, 11:36:14.8, 59.870, -2.552, 11.6, 1.9, , , ," WEST OF SHETLAND "
2000-12-08, 00:48:05.9, 60.163, 4.637, 10.9, 4.2, , , 5+ ," NORWEGIAN COAST "
2000-12-08, 05:54:01.6, 59.944, 1.934, 10.3, 4.6, , , 3+ ," NORTHERN NORTH SEA "
2000-12-13, 05:17:26.4, 55.636, -6.155, 9.1, 2.0, , , ," ISLAY,INNER HEBRIDES "
2000-12-15, 13:42:05.8, 55.112, -3.607, 7.4, 0.9, , , ," DUMFRIES,D & G "
2000-12-17, 00:27:46.3, 56.249, -3.757, 5.4, 1.8, , , ," BLACKFORD,TAYSIDE "
2000-12-17, 03:06:36.3, 56.249, -3.755, 5.5, 1.3, , , ," BLACKFORD,TAYSIDE "
2000-12-19, 09:35:44.3, 59.677, 2.179, 14.6, 2.2, , , ," NORTHERN NORTH SEA "
2000-12-21, 23:53:09.1, 53.524, 1.850, 8.6, 3.3, , , ," SOUTHERN NORTH SEA "
2000-12-22, 05:19:25.1, 59.931, 1.953, 15.8, 1.9, , , ," NORTHERN NORTH SEA "
2000-12-22, 19:49:49.0, 50.484, -4.213, 5.0, 1.5, , , ," BERE ALSTON,CORNWALL "
2000-12-23, 15:33:15.5, 56.246, -3.758, 4.4, 1.1, , , ," BLACKFORD,TAYSIDE "
2000-12-23, 23:01:29.2, 56.246, -3.761, 5.0, 1.4, , , ," BLACKFORD,TAYSIDE "
2000-12-25, 17:26:24.9, 56.252, -3.756, 5.8, 0.6, , , ," BLACKFORD,TAYSIDE "
2000-12-26, 14:44:57.2, 56.247, -3.756, 5.9, 1.6, , , ," BLACKFORD,TAYSIDE "
2000-12-28, 00:41:41.9, 55.579, -6.086, 6.8, 2.0, , , ," ISLAY,INNER HEBRIDES "
2000-12-28, 05:51:25.9, 56.245, -3.758, 3.5, 0.4, , , ," BLACKFORD,TAYSIDE "
2000-12-28, 05:55:33.5, 60.026, 1.788, 10.0, 2.2, , , ," NORTHERN NORTH SEA "
2000-12-28, 05:56:58.0, 59.934, 1.801, 15.0, 3.3, , , ," NORTHERN NORTH SEA "
2000-12-28, 08:59:55.4, 55.667, -6.125, 11.1, 2.2, , , ," ISLAY,INNER HEBRIDES "
2000-12-29, 05:01:57.3, 59.655, 1.708, 17.1, 2.3, , , ," NORTHERN NORTH SEA "
2001-01-01, 18:27:07.9, 55.634, -6.143, 9.0, 2.1, , , ," ISLAY,INNER HEBRIDES "
2001-01-03, 06:58:48.7, 59.852, 1.974, 15.0, 2.6, , , ," NORTHERN NORTH SEA "
2001-01-04, 21:31:17.1, 59.802, 1.917, 19.2, 3.1, , , ," NORTHERN NORTH SEA "
2001-01-05, 00:31:16.2, 49.293, -3.534, 7.1, 1.6, , , ," ENGLISH CHANNEL "
2001-01-05, 00:51:52.0, 55.389, -3.105, 8.5, 1.0, , , ," HAWICK,BORDERS "
2001-01-05, 21:00:26.5, 56.237, -3.757, 3.9, 0.5, , , ," BLACKFORD,TAYSIDE "
2001-01-09, 19:26:11.0, 60.018, 1.469, 5.0, 1.2, , , ," NORTHERN NORTH SEA "
2001-01-13, 17:08:53.3, 52.863, -3.759, 11.9, 0.3, , , ," BALA,GWYNEDD "
2001-01-16, 14:24:16.4, 54.730, -4.891, 3.9, 1.1, , , ," LUCE BAY,D & G "
2001-01-17, 16:12:25.0, 59.546, 1.912, 10.0, 3.0, , , ," NORTHERN NORTH SEA "
2001-01-21, 01:04:25.0, 52.426, -1.861, 8.9, 1.0, , , ," BIRMINGHAM,W MIDLANDS "
2001-01-30, 20:10:06.5, 55.384, -5.207, 8.1, 1.3, , , ," SOUTH OF ISLE OF ARRAN "
2001-02-09, 21:45:22.5, 62.851, 3.015, 15.0, 2.9, , , ," NORWEGIAN SEA "
2001-02-09, 21:45:22.1, 62.837, 3.147, 15.0, 2.9, , , ," NORWEGIAN SEA "
2001-02-12, 11:19:48.4, 52.326, 2.268, 15.4, 2.7, , , ," SOUTHERN NORTH SEA "
2001-02-14, 22:51:33.8, 51.869, -2.871, 13.0, 1.2, , , ," ABERGAVENNY,GWENT "
2001-02-17, 00:29:50.7, 52.423, -4.465, 5.6, 1.5, , , ," CARDIGAN BAY,WALES "
2001-02-25, 12:39:38.4, 53.541, -2.583, 10.4, 2.2, , , ," WIGAN,GTR MANCHESTER "
2001-02-25, 21:53:09.2, 53.533, -2.571, 10.9, 1.6, , , ," WIGAN,GTR MANCHESTER "
2001-02-28, 00:42:36.9, 54.876, -2.976, 9.6, 1.1, , , ," CARLISLE,CUMBRIA "
2001-03-01, 20:13:06.0, 52.918, -4.510, 16.6, 0.6, , , ," PWLLHELI,GWYNEDD "
2001-03-04, 22:36:30.9, 52.433, -4.459, 8.9, 2.0, , , ," CARDIGAN BAY,WALES "
2001-03-10, 09:29:34.0, 52.926, -2.743, 4.2, 1.1, , , ," WHITCHURCH,SHROPSHIRE "
2001-03-14, 22:20:42.9, 58.248, 0.729, 17.8, 3.4, , , ," CENTRAL NORTH SEA "
2001-03-14, 22:20:43.3, 58.252, 0.695, 19.5, 3.4, , , ," CENTRAL NORTH SEA "
2001-03-15, 00:49:37.3, 52.968, -2.253, 2.3, 1.2, , , ," NEWCASTLE-U-LYME,STAFFS "
2001-03-15, 13:05:34.2, 53.015, -2.677, 9.9, 1.7, , , ," WHITCHURCH,SHROPSHIRE "
2001-03-18, 01:43:49.0, 51.474, -1.914, 8.5, 2.7, , , ," SWINDON,WILTSHIRE "
2001-03-24, 00:33:42.9, 57.691, -5.415, 9.6, 1.2, , , ," KINLOCHEWE,HIGHLAND "
2001-03-24, 10:33:25.1, 57.014, -5.712, 11.6, 1.0, , , ," LOCH NEVIS,HIGHLAND "
2001-03-27, 23:52:59.0, 52.605, -1.020, 5.3, 1.6, , , ," LEICESTER,LEICS "
2001-04-15, 04:55:48.5, 50.071, -5.260, 10.1, -0.3, , , ," HELSTON,CORNWALL "
2001-04-21, 14:35:54.2, 51.594, -3.301, 16.9, 1.9, , , ," PONTYPRIDD,GWENT "
